-37675.071,-112464.44
-98327.524,-137596.95
-156400.81,-303091.45
27815.426,-48762.563
14728.275,8956.9959
-56828.180,-118197.99
-28187.906,-82904.480
-31174.977,-72577.958
-57729.213,-98401.943
19568.396,-42655.901
-33799.221,-95138.038
39317.852,-33728.322
36518.648,23786.974
130536.81,119516.27
-54759.343,-91185.484
-9143.7149,-96677.729
-6972.0276,-89464.615
-59080.455,-103085.52
-43804.400,-69702.045
-55222.988,-130124.55
-27019.518,-60659.307
51730.360,31147.732
38506.262,24114.421
52570.340,47553.826
14890.693,18954.160
27761.452,37949.075
-55173.505,-110137.16
-35722.379,-116112.78
153198.86,112128.23
40648.765,14028.986
22081.300,-10340.160
11823.416,2817.5967
-36650.463,-56994.587
-100066.63,-203629.21
-38801.072,-80189.704
8610.9978,38090.573
5975.1260,-24419.485
-27857.162,-54971.458
6389.3521,-72446.468
104240.97,122437.61
42400.590,33717.925
-40509.454,-56593.663
-86458.821,-114491.63
19972.299,15987.315
-53378.287,-156040.77
55332.272,10971.902
27269.992,13478.953
-33388.110,-86278.957
16302.835,-54495.875
33258.842,-65376.661
-54972.868,-140250.44
-44315.127,-87634.130
-16848.102,-49485.152
80177.724,85700.370
15571.474,-6117.4236
2431.0714,-20409.360
-11074.504,-14162.023
23015.441,63633.147
-34894.097,-66434.678
21299.756,-6537.8583
-19342.730,-16107.056
82850.177,11937.317
19312.556,-57755.459
-73498.886,-103340.09
65374.032,-747.71987
43015.895,-2611.3551
24680.739,-4332.7994
-51845.683,-137453.85
-137114.15,-231241.51
-31607.812,-62229.492
-113170.45,-197212.29
-44868.077,-65345.348
-40357.412,-57394.794
-48639.391,-75286.940
28661.189,-45374.273
-41888.558,-50195.374
30800.905,-4999.8329
9078.0225,-56511.952
47042.745,8899.3578
3267.3490,-45999.882
-1668.8925,-5817.1829
-13265.826,-48962.033
-28724.903,-21740.557
39700.542,45981.031
-31973.629,-6680.4643
45234.788,4701.5239
-27033.982,-132216.95
-56101.914,-167039.44
-91060.704,-101469.18
-62617.856,-134142.94
-58289.989,-176869.78
36250.479,-560.20508
-45243.025,-73016.169
-34589.482,-130000.75
-2614.2580,-62017.241
-47471.470,-59598.976
5407.3772,23100.781
49302.567,-29071.355
8416.3193,-117643.54
-30769.703,-80310.441
26345.336,-7036.0877
-49419.935,-138775.15
-62071.247,-134401.57
-87409.835,-147942.60
52708.536,-2481.4498
-65797.097,-138653.15
79961.595,115473.20
-23397.803,34848.931
80533.553,-10805.827
-66774.385,-78816.993
7333.2617,-84037.749
-34619.757,-60158.585
33490.827,16167.966
66265.679,30375.624
-213.77478,-36912.465
-15748.863,-48988.281
-33246.250,-107696.82
-13795.661,-45008.821
45054.513,-3412.6125
-122334.70,-123436.22
-1061.5712,-58646.619
-95361.265,-177899.40
-53961.084,-101510.78
-66488.389,-124051.04
-43046.420,-95058.775
-46775.305,-128173.75
-57775.035,-104202.08
84626.002,47938.167
18050.288,-28281.185
24824.466,19816.136
94915.945,58063.554
-66589.873,-100128.43
-45680.132,-99837.694
121569.34,80516.939
-45542.536,-69567.982
-27449.162,-18524.540
-8049.9404,25468.842
142287.15,134913.93
5842.7514,-86215.109
-5656.7579,-22287.850
-36177.759,-85905.755
-61460.525,-108883.77
-13137.946,-90143.566
63141.203,13173.503
66716.588,21948.691
11549.229,-28384.460
-13687.102,-89241.541
-61528.237,-121734.53
40527.492,10410.247
10319.609,-14715.638
-22016.155,-113987.59
69900.021,48047.247
-147952.93,-193109.02
-35600.476,-38358.925
-99229.600,-148687.90
-49343.467,-141245.55
-17873.510,-32824.515
25343.491,-79425.352
5098.0041,6761.7716
-24040.412,-77820.973
-78934.174,-130358.65
-50032.954,-131697.65
-32600.055,-98465.886
-28971.414,-16747.406
75518.165,89847.388
-15140.265,-71383.185
-134717.28,-221436.19
93791.219,107474.87
-39800.822,-129439.05
17013.250,-27888.614
48376.811,112129.37
63584.991,21987.202
-12794.811,-91790.658
-88321.136,-160440.31
-40838.177,-82278.784
-76423.849,-74981.622
-32309.775,-105277.09
67443.838,-33214.438
71663.580,115464.18
-40966.429,-103708.03
10614.746,-82697.018
-54062.767,-114807.50
49936.914,-36080.123
-49726.841,-119376.60
-3758.3212,-56638.323
-30812.413,-68268.968
-53470.606,-59324.611
12631.045,176.68912
-23599.922,-42083.689
31564.419,-79017.962
-29683.711,-48909.829
-35925.562,-112827.83
-8643.3721,-74466.498
-67959.042,-132521.88
-1147.1350,-47289.491
57080.603,28477.243
-2877.2353,-12350.186
-46548.813,-41957.235
44080.086,-40681.832
25597.423,-25400.996
-2051.9829,-65363.759
-29900.759,-49166.892
-67235.662,-93472.805
-60149.890,-83828.334
20539.753,-3148.2739
10691.701,-50383.996
-23898.620,-35844.036
-29848.651,-81496.988
-88604.157,-124213.22
-18566.797,-61296.850
4822.3570,-24250.666
-54703.058,-76189.723
26635.399,12633.122
14045.236,-18394.889
2872.0777,-22730.162
-47768.684,-90225.188
-13490.581,-83685.357
-59737.224,-215556.84
-21792.118,-81733.078
-138360.90,-202426.00
-34296.193,-3995.7067
24174.106,-124907.96
46007.718,19922.381
31126.805,12432.806
-257.32513,-107356.86
18712.838,-8678.7710
-27428.896,-23925.075
14687.884,-53800.439
45771.164,4160.5375
16560.696,-51831.933
-29366.632,-77073.199
5773.7317,-37359.060
-4230.4398,-76726.640
-62579.546,-132426.84
46151.873,41279.821
4758.2092,-21393.338
-43390.475,-140924.71
21716.697,-13527.990
17242.377,-18213.095
14206.198,-19924.745
-75433.154,-135528.80
33119.053,-21628.276
35725.886,12008.368
6312.0021,-48175.808
-11214.939,-67305.282
-4023.1155,-35310.127
54406.124,12632.268
33764.466,20092.565
-103935.68,-161923.12
-60248.501,-117544.09
26007.269,-17394.703
-23321.419,-54782.765
28777.083,37738.552
